Task_name,Id_number,Absorbing_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Age,Gender,Language,Country
EasyMath,subject143,2.0,2.7,2.5,4.0,2.1,2.7,1.5,2.1,1.0,3.2,10.0,1.3,2.3,8.9,3.8,7.4,18.0,Woman,"English, Punjabi",Canada
EasyMath,subject143,8.1,7.2,7.0,7.7,7.7,8.0,6.4,7.1,3.3,6.1,9.5,7.9,7.8,8.5,8.1,7.1,18.0,Woman,"English, Punjabi",Canada
FingerTap,subject143,2.0,1.0,7.6,1.8,6.6,5.5,1.0,3.5,1.0,10.0,5.2,1.8,3.0,8.0,6.9,2.8,18.0,Woman,"English, Punjabi",Canada
FingerTap,subject143,6.9,9.3,1.0,1.0,1.0,6.3,3.0,6.0,6.8,1.0,7.8,6.1,8.4,7.3,7.0,3.6,18.0,Woman,"English, Punjabi",Canada
FingerTap,subject143,7.7,7.0,4.1,2.3,3.7,6.6,4.1,4.2,7.0,1.3,5.8,6.7,6.4,5.8,7.7,6.8,18.0,Woman,"English, Punjabi",Canada
Friend,subject143,8.2,10.0,3.2,7.9,8.1,8.5,7.5,2.5,2.6,1.5,8.1,8.0,9.5,8.0,1.0,9.0,18.0,Woman,"English, Punjabi",Canada
Friend,subject143,6.9,8.0,3.6,7.0,7.5,8.9,6.6,6.2,6.0,6.5,8.0,4.3,10.0,9.0,2.0,7.2,18.0,Woman,"English, Punjabi",Canada
Friend,subject143,3.7,4.0,3.0,3.7,8.8,10.0,5.8,6.1,8.4,7.5,3.9,4.0,7.9,8.9,4.9,6.1,18.0,Woman,"English, Punjabi",Canada
GoNoGo,subject143,5.8,7.9,3.3,6.4,6.7,3.3,6.1,4.0,6.5,3.0,7.1,7.0,7.2,6.1,6.4,7.0,18.0,Woman,"English, Punjabi",Canada
GoNoGo,subject143,6.0,5.9,4.3,3.7,6.4,4.2,6.3,3.8,3.8,4.0,6.8,4.1,2.4,6.5,6.0,4.7,18.0,Woman,"English, Punjabi",Canada
GoNoGo,subject143,7.6,9.6,2.8,7.9,5.0,6.8,10.0,6.9,6.7,8.8,3.4,8.6,3.6,2.3,8.4,7.7,18.0,Woman,"English, Punjabi",Canada
HardMath,subject143,2.1,7.0,8.7,1.0,1.0,1.8,2.8,1.0,1.1,1.0,3.6,1.0,1.0,3.3,1.8,7.4,18.0,Woman,"English, Punjabi",Canada
HardMath,subject143,1.7,1.9,10.0,1.7,1.0,1.2,1.0,2.4,3.5,7.3,3.0,1.0,6.0,4.3,7.6,7.5,18.0,Woman,"English, Punjabi",Canada
HardMath,subject143,5.8,4.0,6.7,6.2,1.0,4.2,6.9,7.7,6.0,5.8,4.3,6.1,5.9,2.4,6.8,7.0,18.0,Woman,"English, Punjabi",Canada
Memory,subject143,7.5,8.0,2.4,3.0,7.2,7.7,10.0,8.1,1.0,2.9,8.0,7.5,2.0,8.0,8.0,8.7,18.0,Woman,"English, Punjabi",Canada
Memory,subject143,7.2,8.3,3.8,3.3,9.8,8.4,8.5,4.0,3.8,2.0,7.4,7.0,3.6,7.0,10.0,6.9,18.0,Woman,"English, Punjabi",Canada
Memory,subject143,6.9,10.0,6.6,1.0,8.4,8.0,1.0,9.0,8.0,5.6,8.3,7.0,9.4,10.0,6.2,4.1,18.0,Woman,"English, Punjabi",Canada
Read,subject143,4.5,1.0,1.6,6.3,1.4,5.9,2.3,2.4,1.0,3.5,5.3,1.0,5.4,5.5,2.9,4.9,18.0,Woman,"English, Punjabi",Canada
Read,subject143,5.4,6.9,6.9,7.3,6.9,4.6,7.2,6.9,7.0,6.9,4.0,7.1,6.7,4.0,7.1,6.6,18.0,Woman,"English, Punjabi",Canada
Read,subject143,8.1,8.1,2.2,2.7,2.8,8.4,1.4,7.7,8.4,6.6,3.3,7.4,7.0,6.7,8.6,3.6,18.0,Woman,"English, Punjabi",Canada
SciFi,subject143,7.9,1.8,2.5,7.2,5.6,7.2,3.7,6.1,2.1,7.4,2.2,3.8,5.2,6.4,6.6,3.2,18.0,Woman,"English, Punjabi",Canada
SciFi,subject143,7.9,1.8,2.5,7.2,5.6,7.2,3.7,6.1,2.1,7.4,2.2,3.8,5.2,6.4,6.6,3.2,18.0,Woman,"English, Punjabi",Canada
You,subject143,9.0,9.5,7.9,9.0,3.0,6.1,10.0,7.0,5.1,8.0,4.5,7.0,7.5,4.7,3.0,9.0,18.0,Woman,"English, Punjabi",Canada
You,subject143,4.0,6.0,2.4,7.0,1.0,4.0,4.5,3.0,3.9,9.0,2.0,6.9,4.1,5.0,10.0,10.0,18.0,Woman,"English, Punjabi",Canada
You,subject143,7.0,8.0,4.0,3.9,8.0,6.5,3.0,8.0,7.0,3.5,6.0,8.0,4.0,5.0,4.1,3.9,18.0,Woman,"English, Punjabi",Canada
0B,subject144,3.4,2.6,3.8,2.2,2.2,7.3,2.9,2.0,2.8,5.0,3.0,2.8,3.5,6.8,2.3,2.7,18.0,Woman,"English, Ukrainian",Canada
0B,subject144,3.5,2.5,3.5,2.0,2.0,6.3,2.0,5.7,5.0,5.0,3.0,4.1,2.0,7.3,3.0,2.0,18.0,Woman,"English, Ukrainian",Canada
0B,subject144,3.7,2.4,3.2,1.9,2.0,6.6,2.6,4.7,4.3,5.4,4.3,2.0,3.0,7.0,3.0,2.8,18.0,Woman,"English, Ukrainian",Canada
1B,subject144,3.7,3.0,2.0,2.8,1.7,8.5,3.2,5.3,4.4,6.5,3.5,3.8,2.0,7.1,1.8,2.6,18.0,Woman,"English, Ukrainian",Canada
1B,subject144,2.9,3.3,3.1,1.5,1.3,6.9,3.1,5.4,2.4,5.6,3.1,2.9,2.5,6.1,2.4,2.7,18.0,Woman,"English, Ukrainian",Canada
1B,subject144,2.9,2.9,2.6,2.6,1.8,6.9,2.6,4.8,4.0,4.4,3.5,3.0,2.8,6.2,2.2,3.1,18.0,Woman,"English, Ukrainian",Canada
2B-Face,subject144,3.0,3.0,3.3,2.2,1.7,7.2,2.0,3.0,4.8,5.6,2.9,3.2,2.7,5.7,2.3,3.2,18.0,Woman,"English, Ukrainian",Canada
2B-Face,subject144,4.0,3.6,3.1,2.0,1.6,7.1,3.0,5.7,3.2,4.6,3.6,4.0,2.9,5.4,3.5,3.8,18.0,Woman,"English, Ukrainian",Canada
2B-Scene,subject144,3.1,2.0,3.0,3.0,2.4,7.6,3.5,7.0,4.4,7.2,3.9,3.0,3.5,4.2,5.5,3.3,18.0,Woman,"English, Ukrainian",Canada
2B-Scene,subject144,3.5,3.1,3.2,3.2,2.1,7.4,3.0,5.9,3.6,4.8,4.6,3.7,3.2,5.8,4.2,3.2,18.0,Woman,"English, Ukrainian",Canada
Documentary,subject144,2.7,4.0,2.8,6.6,5.6,6.2,2.3,4.8,4.5,4.2,2.8,3.2,2.8,6.9,2.1,4.0,18.0,Woman,"English, Ukrainian",Canada
Documentary,subject144,2.7,4.0,2.8,6.6,5.6,6.2,2.3,4.8,4.5,4.2,2.8,3.2,2.8,6.9,2.1,4.0,18.0,Woman,"English, Ukrainian",Canada
EasyMath,subject144,7.0,4.6,6.7,3.3,1.7,3.2,7.8,5.9,5.0,5.4,7.9,6.7,4.9,6.8,2.4,8.8,18.0,Woman,"English, Ukrainian",Canada
EasyMath,subject144,6.2,2.0,7.0,1.3,1.0,8.0,5.5,4.8,5.9,5.5,6.2,6.5,4.1,6.2,2.0,7.3,18.0,Woman,"English, Ukrainian",Canada
EasyMath,subject144,5.7,3.9,7.2,1.7,1.0,2.8,6.2,5.9,5.4,6.1,6.4,6.4,5.8,6.5,1.4,6.6,18.0,Woman,"English, Ukrainian",Canada
FingerTap,subject144,2.8,3.7,2.8,1.3,2.2,6.9,1.0,2.8,2.7,4.1,2.6,3.1,3.2,7.5,3.6,2.2,18.0,Woman,"English, Ukrainian",Canada
FingerTap,subject144,2.3,2.2,2.0,2.0,1.8,7.3,2.8,5.0,3.2,5.0,2.1,2.3,2.4,6.7,1.6,2.0,18.0,Woman,"English, Ukrainian",Canada
FingerTap,subject144,3.4,5.7,1.4,2.5,1.7,7.2,2.6,4.7,4.2,5.5,3.0,2.3,3.7,7.2,2.3,1.4,18.0,Woman,"English, Ukrainian",Canada
Friend,subject144,3.6,6.5,2.5,3.0,2.7,5.1,7.2,5.5,4.4,5.9,5.5,6.7,2.8,6.8,5.1,7.7,18.0,Woman,"English, Ukrainian",Canada
Friend,subject144,4.1,7.4,3.1,2.9,2.2,7.3,7.1,4.9,5.4,5.1,6.0,7.1,3.1,6.9,5.7,7.9,18.0,Woman,"English, Ukrainian",Canada
Friend,subject144,3.2,7.8,3.0,3.9,1.9,7.2,7.6,4.6,4.0,4.8,6.7,7.0,3.7,6.7,6.4,7.9,18.0,Woman,"English, Ukrainian",Canada
GoNoGo,subject144,3.4,6.0,3.8,2.5,2.0,7.0,3.5,7.0,5.2,5.6,3.5,2.6,3.5,6.0,3.4,3.2,18.0,Woman,"English, Ukrainian",Canada
GoNoGo,subject144,3.1,5.5,4.0,2.5,1.7,6.9,2.9,6.1,3.8,5.6,3.0,3.5,2.8,6.2,4.2,3.5,18.0,Woman,"English, Ukrainian",Canada
GoNoGo,subject144,3.9,5.7,3.8,2.6,2.2,7.3,3.4,5.4,5.0,5.6,3.4,2.3,2.7,6.5,2.6,3.2,18.0,Woman,"English, Ukrainian",Canada
HardMath,subject144,5.7,2.0,8.0,6.0,1.8,8.0,7.6,6.7,8.6,6.1,5.7,5.1,6.3,5.3,4.3,9.1,18.0,Woman,"English, Ukrainian",Canada
HardMath,subject144,7.5,3.0,7.3,2.6,1.4,4.3,5.4,8.0,6.5,8.2,5.1,7.3,6.5,5.6,4.4,7.2,18.0,Woman,"English, Ukrainian",Canada
HardMath,subject144,5.5,5.9,6.6,3.1,1.9,4.5,5.2,8.7,7.1,8.0,5.5,5.0,6.9,5.4,3.0,7.9,18.0,Woman,"English, Ukrainian",Canada
Memory,subject144,5.4,7.7,3.0,6.5,3.1,7.7,8.0,3.5,3.4,5.1,7.3,7.3,3.1,7.2,8.0,7.7,18.0,Woman,"English, Ukrainian",Canada
Memory,subject144,6.4,7.6,2.7,9.0,2.0,7.0,8.7,3.5,4.3,5.5,7.5,7.4,2.7,1.4,9.0,8.2,18.0,Woman,"English, Ukrainian",Canada
Memory,subject144,5.0,6.9,6.1,4.3,3.6,6.9,8.0,5.0,4.0,4.0,7.3,6.6,3.7,4.3,9.3,7.1,18.0,Woman,"English, Ukrainian",Canada
Read,subject144,5.2,6.4,4.0,7.3,3.0,3.2,7.1,5.0,5.2,3.5,4.5,6.8,3.0,5.8,2.5,5.7,18.0,Woman,"English, Ukrainian",Canada
Read,subject144,4.4,6.0,2.9,7.3,2.9,3.0,6.8,3.1,3.8,4.6,5.1,3.3,2.9,6.1,3.3,5.6,18.0,Woman,"English, Ukrainian",Canada
Read,subject144,3.7,4.0,3.7,7.6,1.7,3.6,7.2,5.4,2.0,5.9,4.3,6.6,2.9,6.0,3.3,7.1,18.0,Woman,"English, Ukrainian",Canada
SciFi,subject144,2.6,3.0,3.0,7.1,7.2,6.5,2.6,4.7,4.2,5.2,4.5,3.4,3.6,6.5,3.0,3.4,18.0,Woman,"English, Ukrainian",Canada
SciFi,subject144,2.6,3.0,3.0,7.1,7.2,6.5,2.6,4.7,4.2,5.2,4.5,3.4,3.6,6.5,3.0,3.4,18.0,Woman,"English, Ukrainian",Canada
You,subject144,5.0,5.7,3.1,3.9,2.0,3.0,7.5,3.0,4.2,5.9,8.2,7.2,2.5,7.0,8.4,7.8,18.0,Woman,"English, Ukrainian",Canada
You,subject144,3.5,6.5,4.0,6.2,1.5,7.0,7.9,5.2,3.7,5.3,7.2,7.0,4.0,6.4,9.4,7.6,18.0,Woman,"English, Ukrainian",Canada
You,subject144,4.0,6.1,2.9,6.7,1.0,6.5,7.8,5.0,3.0,4.5,6.2,7.4,3.4,6.2,9.1,7.6,18.0,Woman,"English, Ukrainian",Canada
0B,subject145,7.1,9.0,8.1,2.0,1.0,3.2,2.1,3.0,9.0,7.0,2.0,2.9,7.8,2.2,1.6,7.5,18.0,Woman,English,Canada
0B,subject145,8.0,8.3,8.0,2.6,2.1,7.7,8.1,8.0,8.2,7.0,2.8,2.8,7.1,2.4,8.2,8.4,18.0,Woman,English,Canada
0B,subject145,7.8,7.8,2.5,2.0,1.9,2.0,8.0,8.0,8.8,2.6,3.0,8.1,8.0,5.0,8.8,8.4,18.0,Woman,English,Canada
1B,subject145,2.8,1.4,2.9,1.9,2.1,3.0,1.9,2.0,2.9,2.4,3.0,2.2,2.0,5.3,2.2,8.6,18.0,Woman,English,Canada
1B,subject145,7.6,2.5,9.0,2.0,1.5,2.3,9.0,3.7,1.0,2.1,2.5,3.0,7.9,4.6,3.4,9.1,18.0,Woman,English,Canada
1B,subject145,9.0,2.0,7.4,1.8,1.0,8.7,8.5,1.8,3.0,2.5,2.0,1.9,2.0,2.6,2.0,8.1,18.0,Woman,English,Canada
2B-Face,subject145,3.7,2.2,9.0,2.0,1.0,7.9,1.3,2.6,2.2,3.0,3.1,2.1,2.8,7.3,1.6,7.9,18.0,Woman,English,Canada
2B-Face,subject145,6.5,2.0,8.0,2.0,1.2,8.6,9.0,2.3,2.0,3.2,2.2,2.7,1.4,7.3,2.0,8.7,18.0,Woman,English,Canada
2B-Scene,subject145,6.5,3.7,7.8,2.3,1.6,1.8,6.9,1.9,2.1,2.0,3.1,2.8,1.8,6.5,2.2,8.3,18.0,Woman,English,Canada
2B-Scene,subject145,6.4,2.3,2.0,2.4,2.0,7.0,8.4,2.9,2.6,2.9,1.9,3.3,2.0,8.0,2.4,7.8,18.0,Woman,English,Canada
Documentary,subject145,9.0,7.9,2.0,1.7,1.9,8.8,8.6,2.0,2.3,4.0,2.1,2.0,1.7,9.0,2.4,9.2,18.0,Woman,English,Canada
Documentary,subject145,9.0,7.9,2.0,1.7,1.9,8.8,8.6,2.0,2.3,4.0,2.1,2.0,1.7,9.0,2.4,9.2,18.0,Woman,English,Canada
EasyMath,subject145,9.4,1.5,9.3,1.8,1.8,1.0,1.9,2.0,2.0,1.8,8.9,8.8,1.0,9.6,10.0,1.8,18.0,Woman,English,Canada
EasyMath,subject145,7.9,1.7,9.7,1.7,1.5,1.0,1.2,1.6,1.8,2.1,8.0,8.7,2.3,9.8,9.8,2.0,18.0,Woman,English,Canada
EasyMath,subject145,9.0,1.5,9.0,3.0,1.6,2.5,1.5,1.5,1.6,2.1,8.0,8.0,1.7,10.0,8.9,10.0,18.0,Woman,English,Canada
FingerTap,subject145,9.5,9.1,9.4,1.6,2.1,1.9,8.2,8.1,4.0,2.6,3.2,9.0,9.0,5.9,7.5,10.0,18.0,Woman,English,Canada
FingerTap,subject145,9.0,8.4,8.0,8.2,2.3,8.6,8.0,8.4,10.0,6.4,8.9,8.3,8.0,2.7,7.7,8.7,18.0,Woman,English,Canada
FingerTap,subject145,8.8,8.6,8.4,9.0,1.7,8.0,8.4,9.0,3.0,4.0,3.3,7.0,9.4,7.4,8.4,10.0,18.0,Woman,English,Canada
Friend,subject145,9.0,9.0,2.0,9.0,1.4,7.0,9.4,1.2,1.9,1.3,9.0,9.0,6.1,10.0,2.3,8.8,18.0,Woman,English,Canada
Friend,subject145,8.8,8.0,6.7,8.0,1.0,10.0,9.8,7.2,3.8,8.3,9.0,8.7,5.5,3.7,9.2,9.0,18.0,Woman,English,Canada
Friend,subject145,9.6,9.6,2.5,9.7,2.0,8.0,9.0,2.1,1.9,4.0,9.1,9.3,2.0,9.5,8.5,9.0,18.0,Woman,English,Canada
GoNoGo,subject145,8.0,2.0,7.7,2.1,2.9,3.1,2.3,7.8,2.0,2.3,2.1,2.7,3.0,2.8,7.7,1.9,18.0,Woman,English,Canada
GoNoGo,subject145,8.6,8.5,8.0,2.0,1.4,2.4,9.0,7.4,5.0,2.0,7.8,9.1,1.6,4.5,8.7,8.9,18.0,Woman,English,Canada
GoNoGo,subject145,8.6,9.5,8.6,1.1,2.4,9.3,9.2,8.9,9.5,9.6,9.0,9.0,9.0,2.4,9.5,10.0,18.0,Woman,English,Canada
HardMath,subject145,9.2,1.7,8.4,2.5,1.9,1.9,9.1,8.8,2.2,8.2,8.1,8.9,1.8,1.8,10.0,9.1,18.0,Woman,English,Canada
HardMath,subject145,9.3,1.3,9.9,1.6,1.8,1.4,8.6,3.5,1.6,8.2,8.2,8.0,1.4,1.6,10.0,10.0,18.0,Woman,English,Canada
HardMath,subject145,9.3,1.6,9.6,1.6,1.6,1.8,9.0,3.0,1.6,8.2,9.0,7.6,1.8,1.4,9.4,9.7,18.0,Woman,English,Canada
Memory,subject145,7.6,9.0,3.1,2.3,1.4,8.3,2.7,2.8,2.2,3.0,8.0,2.0,2.2,10.0,10.0,2.5,18.0,Woman,English,Canada
Memory,subject145,8.3,8.7,3.1,7.7,2.2,8.9,6.5,2.0,2.2,2.8,3.3,7.9,3.9,3.0,3.1,10.0,18.0,Woman,English,Canada
Memory,subject145,2.5,8.6,3.4,3.0,2.8,9.4,2.5,8.0,6.8,3.0,4.0,2.0,3.0,4.3,7.0,7.7,18.0,Woman,English,Canada
Read,subject145,2.4,10.0,3.7,8.0,1.0,8.9,8.0,2.0,2.0,8.6,4.0,7.0,3.0,5.3,8.0,9.0,18.0,Woman,English,Canada
Read,subject145,10.0,8.6,1.9,9.0,2.0,9.0,1.3,10.0,9.1,7.8,1.0,9.0,8.4,2.0,9.0,7.2,18.0,Woman,English,Canada
Read,subject145,8.0,5.0,10.0,6.0,7.0,9.0,8.0,6.0,4.0,3.0,4.0,9.0,2.0,6.0,4.0,6.0,18.0,Woman,English,Canada
SciFi,subject145,9.1,8.0,3.1,2.3,1.7,8.8,7.0,2.5,4.0,3.0,2.5,5.0,2.0,8.6,8.0,2.0,18.0,Woman,English,Canada
SciFi,subject145,9.1,8.0,3.1,2.3,1.7,8.8,7.0,2.5,4.0,3.0,2.5,5.0,2.0,8.6,8.0,2.0,18.0,Woman,English,Canada
You,subject145,10.0,10.0,7.5,10.0,3.5,7.0,8.2,1.0,4.6,6.7,7.4,8.6,1.0,5.6,10.0,8.0,18.0,Woman,English,Canada
You,subject145,8.8,8.4,8.3,7.3,1.0,8.0,9.6,8.4,9.0,5.9,10.0,7.0,2.2,9.1,10.0,10.0,18.0,Woman,English,Canada
You,subject145,10.0,8.8,7.7,8.0,1.0,2.0,8.6,3.0,3.0,6.2,8.0,9.1,2.1,2.3,10.0,7.9,18.0,Woman,English,Canada
0B,subject146,7.5,7.1,7.3,6.0,2.0,7.0,6.0,7.1,8.0,3.0,6.7,8.0,1.5,3.0,8.1,2.8,19.0,Woman,English,Canada
0B,subject146,7.3,2.1,2.6,1.0,1.0,2.0,2.6,5.0,7.6,9.0,4.7,4.0,2.2,6.0,7.6,2.9,19.0,Woman,English,Canada
0B,subject146,6.9,7.4,3.4,1.0,1.0,7.4,2.8,6.9,2.5,7.8,6.2,7.5,5.2,7.0,7.6,3.0,19.0,Woman,English,Canada
1B,subject146,2.8,3.0,1.0,2.3,2.5,3.0,3.2,2.7,1.0,4.0,2.6,2.0,4.0,3.1,1.0,3.5,19.0,Woman,English,Canada
1B,subject146,8.7,6.8,2.5,7.0,1.0,2.5,1.6,10.0,1.9,2.0,5.7,3.4,2.0,1.0,1.6,2.2,19.0,Woman,English,Canada
1B,subject146,3.5,10.0,3.0,9.0,1.0,3.0,3.1,8.0,7.8,7.7,7.0,7.9,3.5,1.0,1.0,3.2,19.0,Woman,English,Canada
2B-Face,subject146,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,5.8,1.0,1.0,1.0,1.0,4.5,19.0,Woman,English,Canada
2B-Face,subject146,2.6,1.0,1.0,3.5,2.5,10.0,3.6,1.6,1.0,5.9,8.0,2.3,7.1,6.0,1.0,7.4,19.0,Woman,English,Canada
2B-Scene,subject146,5.0,2.3,1.0,1.0,1.0,8.2,4.8,1.0,1.0,4.0,4.1,9.3,2.0,9.9,1.0,6.9,19.0,Woman,English,Canada
2B-Scene,subject146,7.8,9.0,1.0,5.0,4.4,8.1,2.4,7.9,1.0,9.0,6.0,8.2,8.4,9.4,1.0,8.0,19.0,Woman,English,Canada
Documentary,subject146,4.0,6.7,1.0,3.3,1.0,4.0,1.0,1.0,2.4,4.8,5.2,7.0,5.2,6.8,5.2,2.0,19.0,Woman,English,Canada
Documentary,subject146,4.0,6.7,1.0,3.3,1.0,4.0,1.0,1.0,2.4,4.8,5.2,7.0,5.2,6.8,5.2,2.0,19.0,Woman,English,Canada
EasyMath,subject146,1.0,1.0,7.3,1.0,1.2,1.0,1.2,1.0,1.0,1.0,5.4,1.0,2.7,7.3,1.0,5.7,19.0,Woman,English,Canada
EasyMath,subject146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.1,1.0,1.0,1.0,1.0,1.0,19.0,Woman,English,Canada
EasyMath,subject146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.5,1.0,1.0,19.0,Woman,English,Canada
FingerTap,subject146,7.3,5.0,1.0,1.9,1.0,1.0,10.0,2.0,2.4,1.0,6.9,5.5,2.0,5.1,10.0,2.0,19.0,Woman,English,Canada
FingerTap,subject146,7.7,10.0,1.0,9.2,1.0,1.0,10.0,7.5,10.0,9.0,3.3,10.0,1.0,6.8,10.0,10.0,19.0,Woman,English,Canada
FingerTap,subject146,8.6,8.0,1.0,8.1,7.7,7.6,2.0,1.0,6.0,7.3,3.9,6.0,8.2,8.0,6.0,6.9,19.0,Woman,English,Canada
Friend,subject146,8.5,10.0,3.2,9.0,1.0,7.5,8.4,2.6,3.0,7.0,3.6,8.0,1.0,8.7,6.8,7.2,19.0,Woman,English,Canada
Friend,subject146,2.4,10.0,1.0,3.4,7.6,8.0,3.8,2.1,2.3,8.0,8.3,7.0,9.0,10.0,4.0,10.0,19.0,Woman,English,Canada
Friend,subject146,8.1,10.0,3.1,2.0,1.0,8.2,9.0,10.0,1.0,10.0,2.7,8.2,7.2,9.0,1.0,9.0,19.0,Woman,English,Canada
GoNoGo,subject146,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1,1.0,1.0,1.0,1.0,1.0,19.0,Woman,English,Canada
GoNoGo,subject146,6.3,1.0,1.8,1.0,1.0,1.0,9.2,1.0,1.0,4.8,6.3,1.0,5.3,6.2,1.0,10.0,19.0,Woman,English,Canada
GoNoGo,subject146,5.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,7.9,6.7,10.0,10.0,6.0,5.0,10.0,19.0,Woman,English,Canada
HardMath,subject146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.7,1.0,1.0,1.0,1.0,1.0,19.0,Woman,English,Canada
HardMath,subject146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.8,8.0,2.7,1.0,1.0,1.0,1.0,1.0,19.0,Woman,English,Canada
HardMath,subject146,9.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.7,7.0,1.0,6.7,1.0,1.0,19.0,Woman,English,Canada
Memory,subject146,7.0,10.0,2.4,9.0,7.0,7.0,8.0,3.3,7.7,2.1,7.0,9.2,1.0,5.8,8.0,8.0,19.0,Woman,English,Canada
Memory,subject146,1.0,10.0,7.2,1.0,1.0,9.0,8.0,1.0,1.0,8.0,9.0,9.0,1.0,1.2,1.0,7.0,19.0,Woman,English,Canada
Memory,subject146,2.9,10.0,1.0,2.8,1.0,7.2,10.0,1.0,1.0,3.1,9.0,9.2,7.7,7.5,4.0,10.0,19.0,Woman,English,Canada
Read,subject146,4.0,1.9,1.0,1.0,2.0,5.0,2.0,8.0,4.0,1.0,7.3,1.6,3.7,2.0,1.0,1.0,19.0,Woman,English,Canada
Read,subject146,8.6,9.5,1.6,3.8,1.0,2.0,1.1,2.2,2.4,7.1,7.4,4.1,3.9,1.3,1.0,3.2,19.0,Woman,English,Canada
Read,subject146,8.8,6.5,7.1,2.8,3.9,7.1,1.0,9.6,7.6,7.7,6.0,2.9,3.3,3.6,7.5,3.2,19.0,Woman,English,Canada
SciFi,subject146,5.5,10.0,7.9,1.0,3.0,4.5,4.0,7.5,7.7,4.0,5.7,5.0,6.0,4.7,10.0,5.6,19.0,Woman,English,Canada
SciFi,subject146,5.5,10.0,7.9,1.0,3.0,4.5,4.0,7.5,7.7,4.0,5.7,5.0,6.0,4.7,10.0,5.6,19.0,Woman,English,Canada
You,subject146,8.0,1.0,3.0,9.0,1.0,3.3,2.3,3.2,2.3,9.0,6.7,10.0,2.0,6.0,10.0,8.0,19.0,Woman,English,Canada
You,subject146,7.2,1.0,1.0,3.5,1.0,2.6,2.7,9.0,3.5,7.9,7.6,2.8,1.0,3.2,10.0,7.7,19.0,Woman,English,Canada
You,subject146,7.7,1.0,2.7,1.0,1.2,2.0,3.4,2.9,2.0,9.0,8.0,4.0,1.0,4.0,10.0,2.3,19.0,Woman,English,Canada
0B,subject147,1.0,3.4,8.4,2.0,1.0,8.0,6.8,6.8,10.0,1.0,6.5,1.0,6.8,5.8,1.0,6.5,18.0,Woman,English,Canada
0B,subject147,4.1,7.5,5.3,7.3,1.0,5.7,6.9,8.9,4.5,2.5,5.5,6.0,7.5,3.0,3.5,4.6,18.0,Woman,English,Canada
0B,subject147,5.1,9.1,5.7,5.8,3.8,3.0,7.8,7.0,7.3,2.5,5.2,5.3,3.1,5.4,2.5,4.7,18.0,Woman,English,Canada
1B,subject147,7.1,8.5,4.6,4.0,3.0,2.8,6.1,5.8,5.7,3.2,4.8,3.3,5.5,6.6,6.7,6.2,18.0,Woman,English,Canada
1B,subject147,9.0,10.0,8.0,3.9,1.0,4.9,8.1,10.0,4.2,2.0,6.5,7.3,5.3,4.1,6.3,6.6,18.0,Woman,English,Canada
1B,subject147,6.6,9.0,4.1,6.9,4.7,1.9,7.0,7.8,3.8,3.8,5.8,6.2,7.0,5.8,6.5,6.7,18.0,Woman,English,Canada
2B-Face,subject147,5.2,3.2,4.3,7.3,6.9,5.6,7.1,10.0,8.6,6.9,5.9,1.1,7.0,9.0,10.0,8.4,18.0,Woman,English,Canada
2B-Face,subject147,9.3,6.7,4.5,1.7,4.2,6.7,6.0,4.0,6.5,4.6,7.6,6.2,6.9,9.2,6.1,10.0,18.0,Woman,English,Canada
2B-Scene,subject147,2.8,2.9,6.9,1.5,5.2,8.2,7.6,9.0,6.4,7.1,5.4,5.3,10.0,6.4,6.2,8.5,18.0,Woman,English,Canada
2B-Scene,subject147,1.6,6.0,4.2,3.2,1.4,2.1,2.2,2.2,2.6,2.4,1.7,2.3,3.1,5.2,1.9,2.3,18.0,Woman,English,Canada
Documentary,subject147,6.1,6.6,3.0,6.9,2.0,5.4,4.0,4.8,5.0,6.1,2.6,6.8,8.9,6.1,3.4,7.0,18.0,Woman,English,Canada
Documentary,subject147,6.1,6.6,3.0,6.9,2.0,5.4,4.0,4.8,5.0,6.1,2.6,6.8,8.9,6.1,3.4,7.0,18.0,Woman,English,Canada
EasyMath,subject147,6.4,3.0,1.0,5.5,2.6,6.5,3.3,8.3,3.7,3.0,2.9,4.8,9.6,2.0,2.4,7.5,18.0,Woman,English,Canada
EasyMath,subject147,7.4,7.2,3.2,6.8,2.9,6.9,2.3,1.8,3.6,7.0,3.5,2.5,3.9,3.7,2.2,8.8,18.0,Woman,English,Canada
EasyMath,subject147,6.3,4.8,4.6,6.2,6.8,5.7,3.9,2.8,5.2,4.7,8.0,6.3,8.0,6.5,8.4,5.3,18.0,Woman,English,Canada
