Task_name,Id_number,Absorbing_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Age,Gender
GoNoGo-Rep,subject_5,2.9,1.0,1.0,7.1,1.0,1.0,1.0,1.0,1.0,2.8,4.1,2.5,1.0,6.5,5.5,1.0,24.0,Woman
HardMath-Rep,subject_5,6.8,1.0,10.0,8.9,9.6,1.0,4.4,3.6,9.0,2.7,8.0,7.5,5.5,3.0,3.0,6.6,24.0,Woman
HardMath-Rep,subject_5,5.8,1.0,9.6,10.0,2.4,1.0,2.2,4.0,9.4,3.0,7.6,6.0,1.0,3.1,3.0,7.2,24.0,Woman
HardMath-Rep,subject_5,3.0,1.0,6.0,8.2,4.2,1.0,2.2,6.6,1.8,6.1,4.1,6.2,2.1,3.5,4.1,7.0,24.0,Woman
Memory-Rep,subject_5,7.5,7.7,1.0,9.0,1.0,7.1,8.5,3.0,2.7,2.3,6.1,8.4,1.0,6.7,8.3,8.4,24.0,Woman
Memory-Rep,subject_5,7.0,3.4,2.8,7.0,1.0,7.5,4.7,4.5,2.7,1.0,5.5,5.0,8.0,5.0,7.5,8.1,24.0,Woman
Memory-Rep,subject_5,6.4,8.5,7.1,3.1,1.0,6.0,1.0,1.9,1.0,1.0,7.0,8.8,10.0,5.4,7.7,2.1,24.0,Woman
Documentary-Rep,subject_50,2.3,8.0,1.0,2.0,7.1,7.1,6.5,2.0,3.3,1.0,7.0,4.0,6.0,9.0,2.3,3.1,19.0,Woman
Documentary-Rep,subject_50,1.4,8.4,2.1,5.0,8.0,5.0,4.6,1.6,2.0,2.0,4.9,6.9,2.8,5.1,1.0,3.0,19.0,Woman
GoNoGo-Rep,subject_50,1.0,1.0,1.5,1.0,1.0,10.0,1.0,2.0,3.5,1.0,7.6,3.0,1.0,5.1,1.6,1.0,19.0,Woman
GoNoGo-Rep,subject_50,2.0,1.0,1.6,2.2,1.0,10.0,1.0,1.0,3.0,1.0,8.3,4.0,1.0,4.0,2.0,7.0,19.0,Woman
GoNoGo-Rep,subject_50,6.3,1.0,1.7,5.0,1.0,10.0,1.0,1.0,1.6,1.0,7.9,6.0,1.0,5.0,1.0,7.0,19.0,Woman
HardMath-Rep,subject_50,1.0,2.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.8,1.0,6.8,4.0,10.0,19.0,Woman
HardMath-Rep,subject_50,9.5,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.2,1.0,8.1,2.2,10.0,19.0,Woman
HardMath-Rep,subject_50,7.0,1.0,5.7,1.0,1.0,1.0,1.0,1.0,2.2,1.0,10.0,7.0,1.0,6.0,1.0,10.0,19.0,Woman
Memory-Rep,subject_50,5.0,10.0,1.0,4.0,1.0,10.0,10.0,6.0,6.0,1.0,10.0,7.1,1.0,10.0,10.0,10.0,19.0,Woman
Memory-Rep,subject_50,10.0,10.0,1.0,6.0,10.0,7.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,9.2,10.0,19.0,Woman
Memory-Rep,subject_50,3.0,6.1,9.0,6.0,5.3,8.2,10.0,1.0,1.1,2.6,10.0,9.2,1.7,4.0,7.0,10.0,19.0,Woman
Documentary-Rep,subject_51,4.9,6.7,1.8,1.9,2.5,2.9,1.9,2.4,8.4,2.2,1.6,2.1,5.2,9.4,1.6,4.0,18.0,Woman
Documentary-Rep,subject_51,2.8,6.9,4.5,5.9,2.5,2.4,4.1,6.2,4.9,4.3,3.3,6.0,2.4,4.6,4.0,5.7,18.0,Woman
GoNoGo-Rep,subject_51,9.2,1.0,8.9,2.4,2.3,2.4,2.0,2.3,9.4,1.0,1.0,1.3,1.5,3.7,1.0,1.6,18.0,Woman
GoNoGo-Rep,subject_51,9.0,1.0,9.2,4.9,2.2,3.4,2.2,2.0,8.0,3.0,2.1,2.1,6.2,3.1,1.0,1.8,18.0,Woman
GoNoGo-Rep,subject_51,8.3,5.2,7.0,2.9,3.4,4.0,2.0,2.7,5.5,1.4,1.0,1.8,2.6,2.3,1.2,2.1,18.0,Woman
HardMath-Rep,subject_51,6.8,1.0,8.8,7.7,1.0,1.5,3.5,2.3,9.4,2.9,1.0,7.8,1.5,4.5,1.0,6.9,18.0,Woman
HardMath-Rep,subject_51,9.3,1.0,9.2,2.4,2.3,1.3,1.9,1.0,9.8,1.6,1.0,9.0,6.5,4.8,1.0,8.1,18.0,Woman
HardMath-Rep,subject_51,8.9,1.1,10.0,1.8,2.0,1.9,2.0,1.9,10.0,1.7,2.4,8.9,4.6,5.0,3.0,8.7,18.0,Woman
Memory-Rep,subject_51,7.2,5.5,1.8,9.3,4.4,6.7,8.9,3.8,8.0,2.0,8.2,9.5,2.1,6.4,8.6,9.8,18.0,Woman
Memory-Rep,subject_51,8.0,7.8,1.6,8.2,2.3,7.9,10.0,2.7,8.7,2.8,8.4,7.7,1.0,7.8,7.2,9.9,18.0,Woman
Memory-Rep,subject_51,6.7,10.0,1.5,6.1,1.0,9.2,8.7,2.8,9.5,1.7,9.0,8.3,1.0,6.5,5.7,10.0,18.0,Woman
Documentary-Rep,subject_52,5.0,4.9,1.0,1.0,1.0,10.0,7.0,2.6,1.0,4.9,2.0,6.9,1.0,8.9,6.4,6.3,18.0,Woman
Documentary-Rep,subject_52,7.7,6.9,1.0,2.5,1.0,3.9,8.6,7.5,3.6,9.1,2.5,7.0,1.7,1.0,8.1,7.4,18.0,Woman
GoNoGo-Rep,subject_52,5.8,1.0,10.0,1.0,1.0,3.3,2.2,5.6,10.0,6.4,7.0,3.9,3.1,5.6,1.0,3.4,18.0,Woman
GoNoGo-Rep,subject_52,10.0,1.0,10.0,1.0,1.0,3.1,1.0,6.4,6.4,6.9,2.2,4.8,1.1,5.7,1.0,5.3,18.0,Woman
GoNoGo-Rep,subject_52,7.5,1.0,10.0,1.0,1.0,7.6,5.1,5.3,1.3,6.4,1.4,10.0,6.2,4.5,1.0,7.0,18.0,Woman
HardMath-Rep,subject_52,10.0,1.0,10.0,1.0,1.0,4.9,4.0,10.0,10.0,10.0,1.0,8.5,1.0,4.9,1.0,5.7,18.0,Woman
HardMath-Rep,subject_52,7.0,1.0,10.0,1.0,1.0,1.0,1.0,7.9,10.0,6.3,3.3,6.9,1.0,3.8,1.0,8.6,18.0,Woman
HardMath-Rep,subject_52,7.4,1.0,10.0,1.0,1.0,1.0,1.0,7.5,10.0,10.0,5.6,5.3,1.0,2.3,1.0,8.6,18.0,Woman
Memory-Rep,subject_52,8.0,6.4,1.0,8.3,1.0,10.0,10.0,1.2,10.0,3.0,10.0,10.0,5.0,10.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_52,4.9,7.6,1.0,8.6,4.4,10.0,10.0,2.3,5.1,4.8,4.0,7.7,1.0,7.0,10.0,8.4,18.0,Woman
Memory-Rep,subject_52,7.7,7.0,2.3,8.3,1.0,6.4,7.8,6.2,6.0,7.5,2.2,4.9,5.4,8.0,8.0,6.2,18.0,Woman
Documentary-Rep,subject_53,9.7,10.0,1.0,10.0,1.0,10.0,1.0,9.8,9.1,10.0,6.9,5.0,1.0,10.0,1.0,1.0,18.0,Woman
Documentary-Rep,subject_53,9.7,10.0,1.0,10.0,10.0,10.0,6.7,8.1,1.0,1.0,5.0,10.0,9.9,5.0,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_53,10.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,1.0,5.0,10.0,10.0,18.0,Woman
GoNoGo-Rep,subject_53,10.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,1.0,4.9,10.0,1.7,18.0,Woman
GoNoGo-Rep,subject_53,10.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,18.0,Woman
HardMath-Rep,subject_53,3.5,1.0,2.8,1.0,1.0,9.2,1.0,10.0,2.9,7.3,1.0,10.0,3.3,4.7,1.0,10.0,18.0,Woman
HardMath-Rep,subject_53,7.8,1.0,1.0,1.0,1.0,1.4,1.0,10.0,10.0,1.0,10.0,3.0,1.0,4.9,10.0,8.0,18.0,Woman
HardMath-Rep,subject_53,10.0,1.0,1.0,1.0,1.0,7.3,10.0,7.6,10.0,1.0,10.0,6.1,1.0,1.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_53,3.5,10.0,1.0,10.0,2.0,10.0,10.0,1.0,10.0,1.0,4.0,7.0,1.0,9.5,10.0,10.0,18.0,Woman
Memory-Rep,subject_53,6.5,1.0,7.7,1.0,1.0,10.0,5.2,3.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,7.0,18.0,Woman
Memory-Rep,subject_53,10.0,10.0,7.5,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,8.0,6.5,10.0,10.0,10.0,18.0,Woman
Documentary-Rep,subject_54,7.2,7.4,1.0,7.1,9.2,7.3,1.0,2.0,5.3,3.0,1.4,4.0,1.0,9.0,1.0,1.0,19.0,Woman
Documentary-Rep,subject_54,5.7,8.0,1.0,3.8,7.2,6.7,1.1,1.0,4.9,1.8,1.9,5.4,2.2,8.7,1.0,1.0,19.0,Woman
GoNoGo-Rep,subject_54,10.0,1.0,1.0,1.0,1.0,9.3,1.5,1.9,7.7,1.0,9.9,3.4,3.8,5.0,5.2,3.2,19.0,Woman
GoNoGo-Rep,subject_54,9.3,1.0,1.0,1.3,1.0,7.4,4.9,2.4,8.0,3.0,9.8,6.4,3.2,7.0,1.6,5.1,19.0,Woman
GoNoGo-Rep,subject_54,5.5,1.0,1.0,2.0,1.0,8.4,3.3,6.1,6.3,2.4,5.3,4.9,3.2,5.1,1.0,5.0,19.0,Woman
HardMath-Rep,subject_54,8.5,1.0,10.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0,10.0,1.0,5.0,1.0,10.0,19.0,Woman
HardMath-Rep,subject_54,3.0,1.0,10.0,5.6,1.0,1.0,1.0,2.0,6.0,1.0,10.0,10.0,1.0,5.0,1.0,10.0,19.0,Woman
HardMath-Rep,subject_54,9.0,1.0,10.0,3.8,1.0,1.0,1.0,4.0,5.0,1.0,10.0,10.0,1.0,5.0,1.0,10.0,19.0,Woman
Memory-Rep,subject_54,8.0,10.0,1.0,7.7,9.4,3.0,10.0,3.0,9.0,1.0,9.2,6.7,1.0,8.0,8.6,10.0,19.0,Woman
Memory-Rep,subject_54,9.0,9.0,1.0,8.2,7.5,8.0,9.9,1.0,7.4,1.0,9.0,8.0,1.0,10.0,8.8,10.0,19.0,Woman
Memory-Rep,subject_54,9.0,10.0,1.0,1.0,1.0,8.8,10.0,7.0,3.1,1.7,9.8,9.1,3.2,6.6,10.0,10.0,19.0,Woman
Documentary-Rep,subject_55,7.3,8.6,3.6,4.0,8.1,8.2,4.9,4.9,8.3,4.5,3.3,8.2,7.8,6.9,10.0,8.1,17.0,Woman
Documentary-Rep,subject_55,4.9,3.9,6.8,4.1,4.0,4.8,7.0,3.7,7.0,4.7,3.0,6.8,7.5,5.2,3.9,4.0,17.0,Woman
GoNoGo-Rep,subject_55,8.3,1.0,3.0,1.0,1.0,10.0,1.0,3.1,9.2,8.1,1.4,9.6,1.0,5.8,1.0,1.0,17.0,Woman
GoNoGo-Rep,subject_55,10.0,1.0,9.0,1.0,1.0,10.0,1.0,1.0,10.0,9.0,2.0,10.0,1.0,7.2,1.5,10.0,17.0,Woman
GoNoGo-Rep,subject_55,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,9.5,1.0,8.7,10.0,1.0,7.3,1.0,10.0,17.0,Woman
HardMath-Rep,subject_55,1.0,1.0,8.2,2.8,1.0,7.5,1.0,3.6,7.7,1.0,8.4,9.9,2.0,8.8,1.0,10.0,17.0,Woman
HardMath-Rep,subject_55,1.0,1.0,10.0,10.0,10.0,8.1,1.0,1.0,10.0,1.0,10.0,10.0,1.0,5.5,1.0,10.0,17.0,Woman
HardMath-Rep,subject_55,1.0,1.0,10.0,3.6,10.0,9.8,1.0,1.0,10.0,1.0,10.0,10.0,1.0,6.0,1.0,10.0,17.0,Woman
Memory-Rep,subject_55,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,4.0,1.0,10.0,10.0,1.0,10.0,7.8,10.0,17.0,Woman
Memory-Rep,subject_55,5.0,10.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,2.0,10.0,10.0,1.0,9.7,9.2,9.5,17.0,Woman
Memory-Rep,subject_55,10.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,2.3,1.0,10.0,10.0,1.0,10.0,10.0,10.0,17.0,Woman
Documentary-Rep,subject_56,2.4,1.0,1.0,1.4,8.6,7.9,1.0,1.0,1.0,2.7,10.0,5.7,1.0,7.3,1.0,1.0,17.0,Woman
Documentary-Rep,subject_56,8.2,1.0,1.0,1.0,8.1,8.4,1.0,1.0,1.0,1.6,9.4,4.9,1.0,8.5,1.0,1.0,17.0,Woman
GoNoGo-Rep,subject_56,9.6,3.9,9.7,1.0,1.0,10.0,2.1,9.1,10.0,4.1,10.0,10.0,10.0,8.9,10.0,2.2,17.0,Woman
GoNoGo-Rep,subject_56,10.0,10.0,8.6,1.0,7.1,10.0,1.0,10.0,10.0,4.7,10.0,9.5,10.0,5.3,10.0,9.5,17.0,Woman
GoNoGo-Rep,subject_56,10.0,10.0,8.4,5.1,1.0,10.0,7.3,10.0,10.0,3.7,10.0,10.0,10.0,7.6,10.0,10.0,17.0,Woman
HardMath-Rep,subject_56,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,9.0,17.0,Woman
HardMath-Rep,subject_56,10.0,1.0,1.1,1.0,1.0,1.0,1.8,1.0,1.0,4.7,10.0,8.3,1.0,1.1,1.0,7.5,17.0,Woman
HardMath-Rep,subject_56,9.0,6.0,2.0,1.0,1.0,8.0,6.9,7.8,5.6,2.5,1.7,9.3,7.0,6.0,7.5,5.9,17.0,Woman
Memory-Rep,subject_56,2.8,2.8,1.0,1.0,3.7,10.0,5.0,7.4,7.4,1.0,1.0,9.0,5.9,5.3,10.0,10.0,17.0,Woman
Memory-Rep,subject_56,10.0,10.0,1.0,1.0,10.0,10.0,10.0,5.5,1.0,4.3,10.0,10.0,1.0,10.0,10.0,10.0,17.0,Woman
Memory-Rep,subject_56,10.0,10.0,1.0,1.0,10.0,10.0,10.0,6.8,2.8,7.5,1.0,10.0,4.8,10.0,10.0,10.0,17.0,Woman
Documentary-Rep,subject_57,5.7,5.4,7.3,8.0,4.2,7.0,9.0,5.9,7.2,6.8,7.1,7.2,7.5,8.4,8.1,5.0,18.0,Woman
Documentary-Rep,subject_57,7.0,5.6,4.5,5.3,4.5,8.0,6.3,6.8,4.9,7.0,6.7,7.1,4.3,7.2,5.5,4.0,18.0,Woman
GoNoGo-Rep,subject_57,3.4,7.9,7.0,5.9,1.0,7.4,5.7,9.4,6.2,3.7,5.0,6.6,9.0,8.2,8.7,3.6,18.0,Woman
GoNoGo-Rep,subject_57,3.8,2.0,9.0,5.0,3.7,7.8,4.1,2.5,6.3,7.7,7.4,8.0,8.5,8.3,7.0,6.1,18.0,Woman
GoNoGo-Rep,subject_57,7.0,8.2,6.8,7.3,2.2,6.7,10.0,7.5,4.3,3.4,6.5,7.3,8.0,4.5,7.7,8.2,18.0,Woman
HardMath-Rep,subject_57,7.5,4.6,10.0,4.8,1.0,6.9,8.0,1.5,2.0,4.1,8.0,8.1,6.3,5.2,7.8,8.1,18.0,Woman
HardMath-Rep,subject_57,2.0,6.0,7.0,4.3,3.3,7.5,4.2,3.0,7.7,4.0,6.5,5.1,4.0,3.9,5.3,8.0,18.0,Woman
HardMath-Rep,subject_57,5.8,7.5,7.1,6.0,3.3,1.8,5.9,7.0,4.0,5.3,1.2,6.0,5.1,5.3,4.0,6.7,18.0,Woman
Memory-Rep,subject_57,7.0,9.4,3.5,7.4,10.0,10.0,10.0,5.6,6.5,6.0,4.0,6.9,3.3,10.0,7.4,7.5,18.0,Woman
Memory-Rep,subject_57,7.8,2.1,8.7,3.8,9.1,9.0,4.0,6.0,7.3,5.5,6.5,4.6,7.3,5.0,10.0,4.6,18.0,Woman
Memory-Rep,subject_57,10.0,2.5,4.0,8.3,5.5,10.0,9.2,8.0,5.9,10.0,6.7,10.0,5.4,2.8,9.0,8.4,18.0,Woman
Documentary-Rep,subject_58,5.1,5.0,6.1,4.0,2.1,8.0,5.1,1.6,9.0,6.1,7.0,3.7,6.0,7.0,5.5,5.3,18.0,Woman
Documentary-Rep,subject_58,5.3,3.8,2.3,2.0,1.0,5.8,3.6,5.5,4.0,4.0,2.7,4.0,2.6,9.8,4.3,5.7,18.0,Woman
GoNoGo-Rep,subject_58,9.1,4.2,1.0,1.0,1.0,2.0,1.2,9.7,8.9,10.0,1.0,1.0,1.0,6.1,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_58,5.4,1.4,4.0,3.0,1.0,2.0,3.1,8.2,4.7,8.6,2.1,4.9,4.7,7.0,4.5,5.4,18.0,Woman
GoNoGo-Rep,subject_58,5.0,2.8,3.0,1.1,1.0,7.9,1.0,8.0,7.7,5.0,6.7,2.3,3.8,8.1,1.4,10.0,18.0,Woman
HardMath-Rep,subject_58,5.7,1.1,10.0,1.0,1.0,4.0,5.5,3.5,7.5,9.4,1.0,1.0,1.0,5.7,6.4,7.4,18.0,Woman
HardMath-Rep,subject_58,4.0,2.6,7.2,1.0,4.0,1.0,3.6,2.0,5.2,7.2,4.5,1.0,3.0,8.0,6.2,6.5,18.0,Woman
HardMath-Rep,subject_58,5.8,1.0,6.5,1.5,1.0,1.0,5.0,3.0,2.6,2.5,7.6,3.8,6.0,7.2,1.9,6.5,18.0,Woman
Memory-Rep,subject_58,7.0,9.0,3.4,6.9,6.0,9.0,10.0,4.0,4.5,4.1,7.0,7.0,7.0,6.0,7.9,10.0,18.0,Woman
Memory-Rep,subject_58,4.0,8.8,6.0,2.0,1.0,10.0,10.0,9.0,3.4,5.0,10.0,5.0,6.0,7.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_58,9.5,10.0,5.4,2.0,10.0,10.0,10.0,2.3,2.7,2.8,9.8,9.0,1.4,10.0,5.1,10.0,18.0,Woman
Documentary-Rep,subject_59,6.6,6.9,7.1,4.4,6.4,8.0,4.9,7.8,6.9,7.0,6.5,3.7,8.6,8.9,4.6,8.0,18.0,Woman
Documentary-Rep,subject_59,7.3,6.6,4.2,2.0,3.1,5.0,4.5,7.9,4.8,3.5,5.9,8.4,5.8,4.2,10.0,8.6,18.0,Woman
GoNoGo-Rep,subject_59,7.1,10.0,8.5,2.0,1.4,6.3,3.7,8.1,5.0,6.4,7.0,5.8,7.1,1.0,8.0,8.0,18.0,Woman
GoNoGo-Rep,subject_59,7.2,9.1,7.9,3.0,4.9,6.5,3.0,7.8,5.0,7.2,6.4,6.0,7.4,2.6,7.5,8.5,18.0,Woman
GoNoGo-Rep,subject_59,5.2,9.0,8.2,3.4,3.9,2.6,8.2,7.6,7.3,4.6,4.9,6.4,6.8,2.3,7.1,7.6,18.0,Woman
HardMath-Rep,subject_59,4.5,1.0,6.3,2.0,1.0,5.8,4.7,10.0,4.1,3.7,8.0,4.2,5.5,4.7,1.0,8.7,18.0,Woman
HardMath-Rep,subject_59,5.0,4.8,5.1,5.2,2.0,2.6,5.0,5.3,3.8,3.6,5.5,5.8,5.5,4.7,2.9,7.0,18.0,Woman
HardMath-Rep,subject_59,4.8,6.0,7.0,5.7,1.7,2.3,1.9,5.9,4.2,3.4,6.7,5.7,6.7,3.1,3.4,5.1,18.0,Woman
Memory-Rep,subject_59,7.6,8.6,4.8,5.9,6.1,7.6,5.4,5.5,6.9,6.2,5.1,5.3,7.4,9.0,8.7,10.0,18.0,Woman
Memory-Rep,subject_59,7.1,8.2,2.0,3.3,8.5,10.0,10.0,9.9,1.2,5.1,4.9,8.1,8.3,9.0,10.0,7.5,18.0,Woman
Memory-Rep,subject_59,6.4,7.5,2.0,1.9,5.2,10.0,9.8,8.0,6.4,3.6,2.6,4.5,5.7,10.0,7.3,9.0,18.0,Woman
Documentary-Rep,subject_6,5.2,8.5,1.0,9.7,9.2,10.0,10.0,5.1,2.0,1.3,1.0,3.4,2.6,5.4,9.1,8.7,17.0,Woman
Documentary-Rep,subject_6,1.7,8.5,1.7,10.0,10.0,10.0,9.4,4.2,2.1,2.9,1.9,9.4,3.1,10.0,5.2,7.9,17.0,Woman
GoNoGo-Rep,subject_6,6.0,1.0,8.8,4.0,7.6,5.3,8.9,3.0,1.0,9.1,5.5,3.4,2.0,5.9,10.0,10.0,17.0,Woman
GoNoGo-Rep,subject_6,7.8,1.0,9.4,5.0,3.0,10.0,2.9,5.2,2.0,6.7,10.0,5.2,4.0,5.6,2.7,10.0,17.0,Woman
GoNoGo-Rep,subject_6,10.0,1.0,1.0,2.0,1.8,10.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,7.8,1.7,10.0,17.0,Woman
HardMath-Rep,subject_6,2.0,1.0,9.9,8.8,9.3,1.0,2.5,5.1,1.0,1.3,10.0,7.1,1.0,5.2,2.1,10.0,17.0,Woman
HardMath-Rep,subject_6,7.4,1.7,10.0,10.0,2.8,2.4,10.0,7.7,1.7,8.6,9.7,8.4,1.0,5.7,2.1,10.0,17.0,Woman
HardMath-Rep,subject_6,10.0,2.2,10.0,9.2,3.1,2.6,7.5,3.9,4.1,4.0,7.7,9.5,3.0,3.8,2.4,10.0,17.0,Woman
Memory-Rep,subject_6,7.5,9.9,1.5,9.0,3.8,10.0,9.9,5.1,7.5,1.6,9.8,5.4,1.4,10.0,9.3,9.5,17.0,Woman
Memory-Rep,subject_6,8.2,10.0,1.0,10.0,1.0,10.0,10.0,10.0,2.9,5.1,9.4,10.0,1.0,7.8,10.0,10.0,17.0,Woman
Memory-Rep,subject_6,6.3,1.0,9.1,8.8,3.6,9.4,5.6,10.0,9.9,8.0,6.3,4.4,10.0,2.4,9.8,9.8,17.0,Woman
Documentary-Rep,subject_60,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,5.3,4.9,1.0,4.8,1.0,10.0,18.0,Woman
Documentary-Rep,subject_60,10.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,5.0,10.0,18.0,Woman
GoNoGo-Rep,subject_60,1.0,1.0,10.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,4.8,5.2,1.0,10.0,1.0,1.0,18.0,Woman
GoNoGo-Rep,subject_60,10.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,5.4,1.0,1.0,1.0,10.0,10.0,1.0,18.0,Woman
GoNoGo-Rep,subject_60,10.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,10.0,10.0,10.0,18.0,Woman
HardMath-Rep,subject_60,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,10.0,18.0,Woman
HardMath-Rep,subject_60,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,18.0,Woman
HardMath-Rep,subject_60,10.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_60,10.0,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,18.0,Woman
Memory-Rep,subject_60,10.0,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,1.0,18.0,Woman
Memory-Rep,subject_60,10.0,10.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,18.0,Woman
Documentary-Rep,subject_61,2.2,6.4,1.7,4.9,1.0,1.0,6.7,4.4,1.6,3.3,1.5,2.3,3.2,5.9,3.4,2.2,21.0,Woman
Documentary-Rep,subject_61,2.2,2.6,2.9,8.0,1.0,1.0,7.5,2.9,2.8,5.2,4.1,1.9,6.4,5.4,3.1,6.0,21.0,Woman
GoNoGo-Rep,subject_61,8.1,3.0,6.7,9.0,1.0,2.4,1.4,6.7,3.1,3.0,1.7,1.2,2.0,2.2,3.9,1.0,21.0,Woman
GoNoGo-Rep,subject_61,8.7,1.0,7.8,6.7,1.0,7.0,8.8,4.0,2.9,4.5,2.0,1.7,6.5,6.9,4.7,8.0,21.0,Woman
GoNoGo-Rep,subject_61,6.7,6.7,8.3,10.0,1.0,4.0,1.5,7.2,7.0,3.0,2.1,3.0,7.0,2.3,6.9,8.2,21.0,Woman
HardMath-Rep,subject_61,7.2,7.5,9.1,10.0,1.0,1.0,5.0,5.0,2.3,6.0,3.4,2.3,1.0,3.5,4.0,7.1,21.0,Woman
HardMath-Rep,subject_61,9.5,7.2,7.9,10.0,1.0,1.0,6.7,4.4,6.9,6.6,2.8,7.1,1.7,6.9,7.3,6.9,21.0,Woman
HardMath-Rep,subject_61,9.0,6.9,8.0,10.0,1.0,1.0,4.2,6.9,7.9,6.0,5.4,5.9,6.1,5.0,4.7,9.3,21.0,Woman
Memory-Rep,subject_61,2.3,8.2,3.4,9.7,1.0,5.2,9.5,7.0,7.3,6.8,6.2,6.1,2.8,3.9,3.6,7.5,21.0,Woman
Memory-Rep,subject_61,5.0,2.0,1.4,9.1,1.0,7.8,9.1,3.7,3.2,5.6,4.6,4.3,1.3,9.9,6.0,9.3,21.0,Woman
Memory-Rep,subject_61,5.1,1.7,2.7,10.0,1.0,4.1,3.9,6.2,7.2,5.0,1.0,2.2,8.6,7.3,8.0,2.5,21.0,Woman
Documentary-Rep,subject_62,1.6,7.0,1.0,5.2,1.0,1.5,7.4,1.5,1.0,1.0,1.0,1.0,1.4,5.5,1.0,10.0,20.0,Woman
Documentary-Rep,subject_62,3.3,7.1,1.0,5.7,1.0,7.2,5.1,1.0,6.5,1.0,3.9,4.2,7.7,8.8,1.0,7.6,20.0,Woman
GoNoGo-Rep,subject_62,7.4,7.5,10.0,1.0,1.0,10.0,1.0,10.0,10.0,8.7,1.0,10.0,9.0,1.0,10.0,1.9,20.0,Woman
GoNoGo-Rep,subject_62,10.0,1.0,3.5,8.0,1.0,5.2,7.1,3.0,10.0,4.5,8.8,8.1,2.5,5.4,3.9,7.9,20.0,Woman
GoNoGo-Rep,subject_62,3.1,1.9,2.5,9.1,1.0,8.2,7.5,5.2,3.8,4.4,2.0,2.3,8.3,5.2,8.8,5.0,20.0,Woman
HardMath-Rep,subject_62,10.0,1.0,8.6,10.0,10.0,8.7,1.0,1.0,10.0,1.0,10.0,10.0,1.0,5.1,1.0,7.3,20.0,Woman
HardMath-Rep,subject_62,9.2,1.0,6.8,10.0,7.5,9.2,2.5,2.2,10.0,2.9,8.3,10.0,1.0,5.0,1.0,9.0,20.0,Woman
HardMath-Rep,subject_62,3.9,5.5,6.9,8.2,10.0,9.5,7.8,8.4,3.7,6.3,2.3,4.8,1.0,5.0,1.0,10.0,20.0,Woman
Memory-Rep,subject_62,4.5,10.0,1.0,10.0,10.0,9.1,10.0,2.0,8.0,6.1,9.0,5.9,1.0,4.9,10.0,10.0,20.0,Woman
Memory-Rep,subject_62,8.2,10.0,1.0,9.0,8.5,10.0,10.0,1.0,5.9,2.2,4.0,8.9,1.0,1.0,8.3,10.0,20.0,Woman
